timestamp,ticker,side,crowd_prob,model_prob,ev,position_usd,hours_to_close,family,strike,spot_price,close_time,tier,resolved_yes,resolved_no,won,pnl_usd,exit_type
2026-04-07T21:22:33.000473,KXBTC-26APR0723-B71350,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.07,early_loss
2026-04-07T21:22:33.389072,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.62,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.17,early_loss
2026-04-07T21:22:33.391913,KXBTC-26APR0723-B71250,no,0.9000,0.9094,0.0104,1.05,0.62,KXBTC,71250.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.02,early_loss
2026-04-07T21:22:34.791531,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:22:34.791778,KXBTC-26APR0723-B71350,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.07,early_loss
2026-04-07T21:22:35.055361,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.62,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.17,early_loss
2026-04-07T21:22:35.056595,KXBTC-26APR0723-B71250,no,0.9000,0.9094,0.0104,1.05,0.62,KXBTC,71250.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.02,early_loss
2026-04-07T21:22:48.729080,KXBTC-26APR0723-B71550,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71550.0,71522.00,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:22:48.729458,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71450.0,71522.00,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:22:49.146543,KXBTC-26APR0723-B71550,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71550.0,71522.00,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:22:49.146903,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71450.0,71522.00,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:22:50.226775,KXBTC-26APR0723-B71550,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:22:50.227943,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:22:50.520664,KXBTC-26APR0723-B71350,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.07,early_loss
2026-04-07T21:22:50.521395,KXBTC-26APR0723-B71250,no,0.9000,0.9094,0.0104,1.05,0.62,KXBTC,71250.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.02,early_loss
2026-04-07T21:22:52.241789,KXBTC-26APR0723-B71550,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.11,early_loss
2026-04-07T21:22:52.242509,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:23:05.966047,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:23:05.966047,KXBTC-26APR0723-B71450,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:23:05.967415,KXBTC-26APR0723-B71350,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.07,early_loss
2026-04-07T21:23:05.967415,KXBTC-26APR0723-B71350,no,0.8500,0.8744,0.0287,3.66,0.62,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.07,early_loss
2026-04-07T21:23:06.274342,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.61,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.14,early_loss
2026-04-07T21:23:06.275320,KXBTC-26APR0723-B71250,no,0.9000,0.9094,0.0104,1.05,0.61,KXBTC,71250.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.02,early_loss
2026-04-07T21:23:07.371882,KXBTC-26APR0723-B71350,no,0.8500,0.8744,0.0287,3.66,0.61,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.07,early_loss
2026-04-07T21:23:07.372786,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.61,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.17,early_loss
2026-04-07T21:23:07.642288,KXBTC-26APR0723-B71450,no,0.8600,0.8814,0.0249,3.44,0.61,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:23:07.648168,KXBTC-26APR0723-B71250,no,0.9000,0.9094,0.0104,1.05,0.61,KXBTC,71250.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.02,early_loss
2026-04-07T21:23:09.289778,KXBTC-26APR0723-B71350,no,0.8500,0.8744,0.0287,3.66,0.61,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.07,early_loss
2026-04-07T21:23:09.290577,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.61,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.17,early_loss
2026-04-07T21:23:22.466796,KXBTC-26APR0723-B71550,no,0.8500,0.8744,0.0287,3.66,0.61,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:23:22.467636,KXBTC-26APR0723-B71450,no,0.8600,0.8814,0.0249,3.44,0.61,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:23:22.747457,KXBTC-26APR0723-B71350,no,0.8600,0.8814,0.0249,3.44,0.61,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.1,early_loss
2026-04-07T21:23:22.749492,KXBTC-26APR0723-B71650,no,0.9000,0.9094,0.0104,1.05,0.61,KXBTC,71650.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.03,early_loss
2026-04-07T21:23:23.950716,KXBTC-26APR0723-B71550,no,0.8500,0.8744,0.0287,3.66,0.61,KXBTC,71550.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.15,early_loss
2026-04-07T21:23:24.051511,KXBTC-26APR0723-B71650,no,0.9000,0.9094,0.0104,1.05,0.61,KXBTC,71650.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.03,early_loss
2026-04-07T21:23:24.778976,KXBTC-26APR0723-B71250,no,0.9000,0.9094,0.0104,1.05,0.61,KXBTC,71250.0,,2026-04-08T03:00:00Z,2,0,1,0,-0.02,early_loss
2026-04-07T21:23:43.079992,KXBTC-26APR0723-B71350,no,0.8700,0.8884,0.0211,3.18,0.60,KXBTC,71350.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.13,early_loss
2026-04-07T21:23:43.081155,KXBTC-26APR0723-B71450,no,0.8800,0.8954,0.0175,2.89,0.60,KXBTC,71450.0,,2026-04-08T03:00:00Z,1,0,1,0,-0.14,early_loss
2026-04-07T21:23:55.887767,KXBTC-26APR0723-B71550,no,0.8600,0.8814,0.0249,3.44,0.60,KXBTC,71550.0,71444.00,2026-04-08T03:00:00Z,1,0,1,0,-0.17,early_loss
